ID,MARCA,MODELO,VERSION,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Comb.,Segmento,Puertas,Traccion
,HYUNDAI,ATOS,1.0 GLS 5 PTAS AA AUT,,,,,,,,,,,,," $ 47,500 "," $ 46,500 "," $ 45,500 "," $ 44,500 ",,,,
,HYUNDAI,ATOS,1.0 GLS 5 PTAS AA PRIME,,,,,,,,,,," $ 52,000 "," $ 51,000 "," $ 50,000 "," $ 49,000 "," $ 48,000 ",,,,,
,HYUNDAI,ATOS,1.1 GL 5 PTAS,,,,," $ 75,000 "," $ 72,000 "," $ 69,000 "," $ 67,000 ",,,,,,,,,,,,
,HYUNDAI,ATOS,1.1 GLS 5 PTAS,,,,," $ 78,000 "," $ 74,000 "," $ 71,000 "," $ 69,000 ",,,,,,,,,,,,
,HYUNDAI,ATOS,1.1 GLS 5 PTAS AB,,,,," $ 80,000 "," $ 76,000 "," $ 73,000 ",,,,,,,,,,,,,
,HYUNDAI,ATOS,1.1 GLS 5 PTAS AB ABS AUT,,,,,," $ 78,000 "," $ 75,000 ",,,,,,,,,,,,,
,HYUNDAI,COUNTY,29 PAS,,,,,,,,,,,,," $ 104,000 "," $ 102,000 "," $ 100,000 "," $ 98,000 ",,,,
,HYUNDAI,COUPE,FX 2.0,,,,,,,,,,," $ 104,000 "," $ 97,000 "," $ 90,000 "," $ 84,000 "," $ 78,000 "," $ 74,000 ",,,,
,HYUNDAI,COUPE,FX 2.7,,,,," $ 200,000 "," $ 185,000 "," $ 175,000 "," $ 165,000 "," $ 157,000 "," $ 150,000 ",,,,,,,,,,
,HYUNDAI,COUPE,GENESIS 2.0 T,," $ 290,000 "," $ 275,000 "," $ 260,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,COUPE,GENESIS 2.0 T L/12," $ 380,000 "," $ 350,000 ",,,,,,,,,,,,,,,,,,
,HYUNDAI,COUPE,GENESIS 3.8 V6 PREMIUM," $ 520,000 ",," $ 360,000 "," $ 340,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,COUPE,GENESIS 3.8 V6 PREMIUM AUT," $ 530,000 ",," $ 380,000 "," $ 360,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,ELANTRA,1.8 FULL SEG. PREMIUM," $ 300,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,ELANTRA,1.8 FULL SEG. PREMIUM AUT," $ 310,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,ELANTRA,GL 1.8,,,,,,,,,,,,,,," $ 37,000 "," $ 36,000 ",,,,
,HYUNDAI,ELANTRA,GL 1.9 D,,,,,,,,,,,," $ 41,000 "," $ 40,000 "," $ 39,000 "," $ 38,000 ",,,,,
,HYUNDAI,ELANTRA,GL 1.9 D WAGON,,,,,,,,,,,," $ 42,000 "," $ 41,000 "," $ 40,000 "," $ 39,000 ",,,,,
,HYUNDAI,ELANTRA,GLS 1.8,,,,,,,,,,,,,,," $ 37,000 "," $ 36,000 ",,,,
,HYUNDAI,ELANTRA,GLS 1.8 AUT,,,,,,,,,,,,,,," $ 38,000 "," $ 37,000 ",,,,
,HYUNDAI,ELANTRA,GLS 1.8 FULL,,,,,,,,,,," $ 44,000 "," $ 42,000 "," $ 41,000 "," $ 40,000 "," $ 39,000 "," $ 38,000 ",,,,
,HYUNDAI,ELANTRA,GLS 1.8 FULL AUT,,,,,,,,,,," $ 45,000 "," $ 43,500 "," $ 42,000 "," $ 41,000 "," $ 40,000 "," $ 39,000 ",,,,
,HYUNDAI,ELANTRA,GLS 1.8 FULL 5 PTAS,,,,,,,,,,," $ 43,500 "," $ 42,000 "," $ 40,500 ",,,,,,,
,HYUNDAI,ELANTRA,GLS 1.8 FULL 5 PTAS AUT,,,,,,,,,,," $ 44,500 "," $ 43,000 "," $ 42,000 ",,,,,,,
,HYUNDAI,ELANTRA,GLS 1.8 WAGON,,,,,,,,,,,,,,," $ 38,000 "," $ 37,000 ",,,,
,HYUNDAI,ELANTRA,GLS 1.8 WAGON AUT,,,,,,,,,,,,,,," $ 39,000 "," $ 38,000 ",,,,
,HYUNDAI,ELANTRA,GLS 1.8 WAGON FULL,,,,,,,,,,,,,,," $ 40,000 "," $ 39,000 ",,,,
,HYUNDAI,ELANTRA,GLS 1.8 WAGON FULL AUT,,,,,,,,,,,,,,," $ 41,000 "," $ 40,000 ",,,,
,HYUNDAI,ELANTRA,GLS 2.0,,,,,,,,,,,,," $ 41,000 "," $ 40,000 "," $ 39,000 "," $ 38,000 ",,,,
,HYUNDAI,ELANTRA,GLS 2.0 AUT,,,,,,,,,,,,," $ 43,000 "," $ 42,000 "," $ 41,000 ",,,,,
,HYUNDAI,ELANTRA,GLS 2.0 FULL PLUS,,,,,,,,," $ 48,000 "," $ 46,500 "," $ 45,000 ",," $ 44,000 "," $ 43,000 "," $ 42,000 ",,,,,
,HYUNDAI,ELANTRA,GLS 2.0 FULL PLUS AUT,,,,,,,,,," $ 47,500 "," $ 46,000 ",," $ 45,000 "," $ 44,000 "," $ 43,000 ",,,,,
,HYUNDAI,ELANTRA,GLS 2.0 FULL PREMIUM,,,,,,,," $ 52,500 "," $ 50,000 "," $ 49,000 ",,,,,,,,,,
,HYUNDAI,ELANTRA,GLS 2.0 FULL PREMIUM AUT,,,,,,,," $ 53,500 "," $ 51,500 "," $ 50,000 ",,,,,,,,,,
,HYUNDAI,ELANTRA,GLS 2.0 WAGON,,,,,,,,,,,,," $ 41,500 "," $ 40,500 "," $ 39,500 ",,,,,
,HYUNDAI,ELANTRA,GLS 2.0 WAGON AUT,,,,,,,,,,,,," $ 42,500 "," $ 41,500 "," $ 40,500 ",,,,,
,HYUNDAI,ELANTRA,GLS 2.0 WAGON F. PLUS,,,,,,,,,,,,," $ 43,000 "," $ 42,000 "," $ 41,000 ",,,,,
,HYUNDAI,ELANTRA,GLS 2.0 WAGON F. PLUS A.,,,,,,,,,,,,," $ 44,000 "," $ 43,000 "," $ 42,000 ",,,,,
,HYUNDAI,GALLOPER,3 PTAS 3.0 4X4 INNOVA.,,,,,,,,,,,,," $ 92,000 "," $ 90,000 "," $ 88,000 ",,,,,
,HYUNDAI,GALLOPER,3 PTAS TDI 4X4 EXD,,,,,,,,,,," $ 92,000 "," $ 90,000 "," $ 88,000 "," $ 86,000 "," $ 84,000 "," $ 82,000 ",,,,
,HYUNDAI,GALLOPER,5 PTAS TD 4X4,,,,,,,,,,,,,,," $ 80,000 ",,,,,
,HYUNDAI,GALLOPER,5 PTAS TD 4X4 XL LL,,,,,,,,,,," $ 90,000 "," $ 88,000 "," $ 86,000 "," $ 84,000 "," $ 82,000 "," $ 80,000 ",,,,
,HYUNDAI,GALLOPER,5 PTAS TD 4X4 XL T/ALTO,,,,,,,,,,," $ 92,000 "," $ 90,000 "," $ 88,000 "," $ 86,000 "," $ 84,000 ",,,,,
,HYUNDAI,GALLOPER,5 PTAS TDI 4X4 EXD,,,,,,,,,,," $ 99,000 "," $ 96,000 "," $ 93,500 "," $ 91,000 "," $ 88,500 "," $ 86,000 ",,,,
,HYUNDAI,GETZ,1.3 GL 5 PTAS,,,,,,,,,,," $ 41,500 ",,,,,,,,,
,HYUNDAI,GETZ,1.3 GLS 5 PTAS,,,,,,,,,,," $ 43,000 ",,,,,,,,,
,HYUNDAI,GETZ,1.6 GLS 5 PTAS FULL,,,,,,,,,," $ 45,000 "," $ 44,000 ",,,,,,,,,
,HYUNDAI,H1,7 PAS HSV (STAREX),,,,,,,,,," $ 134,000 "," $ 124,000 "," $ 116,000 "," $ 110,000 "," $ 105,000 "," $ 101,000 "," $ 97,000 ",,,,
,HYUNDAI,H1,9 PAS MINIBUS TURBO,,,,,,,,,," $ 130,000 "," $ 120,000 ",,,,,,,,,
,HYUNDAI,H1,12 PAS CRDI VGT FULL," $ 325,000 "," $ 310,000 ",,,,,,,,,,,,,,,,,,
,HYUNDAI,H1,12 PAS CRDI VGT FULL PREMIUM," $ 340,000 "," $ 320,000 ",,,,,,,,,,,,,,,,,,
,HYUNDAI,H1,12 PAS FULL,," $ 295,000 "," $ 280,000 "," $ 265,000 "," $ 255,000 "," $ 245,000 ",,,,,,,,,,,,,,
,HYUNDAI,H1,12 PAS FULL PLUS,,,,,," $ 250,000 ",,,,,,,,,,,,,,
,HYUNDAI,H1,12 PAS FULL PREMIUM,," $ 310,000 "," $ 295,000 "," $ 280,000 "," $ 270,000 "," $ 260,000 ",,,,,,,,,,,,,,
,HYUNDAI,H1,12 PAS FULL PREMIUM AUT,," $ 315,000 "," $ 300,000 "," $ 285,000 "," $ 275,000 "," $ 265,000 ",,,,,,,,,,,,,,
,HYUNDAI,H1,12 PAS MINIBUS TURBO,,,,,," $ 185,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 "," $ 145,000 "," $ 135,000 "," $ 127,000 "," $ 120,000 "," $ 116,000 "," $ 112,000 "," $ 108,000 ",,,,
,HYUNDAI,H1,12 PAS MINIBUS TURBO AUT,,,,,," $ 190,000 "," $ 180,000 "," $ 170,000 "," $ 160,000 ",,,,,,,,,,,
,HYUNDAI,H100,12 PAS SPR MINIBUS,,,,,,,,,,," $ 95,000 "," $ 93,000 "," $ 91,000 "," $ 89,000 "," $ 87,000 "," $ 85,000 ",,,,
,HYUNDAI,H100,15 PAS SPR MINIBUS,,,,,,,,,,,,," $ 92,000 "," $ 90,000 "," $ 88,000 "," $ 86,000 ",,,,
,HYUNDAI,H100,AMBULANCIA,,,,,,,,,,,,,,,," $ 78,000 ",,,,
,HYUNDAI,H100,MINIBUS TOP,,,,,,,,,,,,,," $ 82,000 "," $ 80,000 "," $ 78,000 ",,,,
,HYUNDAI,H100,TRUCK 1.0 GLS TURBO,,,," $ 125,000 "," $ 121,000 "," $ 117,000 "," $ 113,000 "," $ 109,000 "," $ 105,000 ",," $ 86,000 "," $ 84,000 "," $ 82,000 "," $ 80,000 "," $ 78,000 "," $ 76,000 ",,,,
,HYUNDAI,H100,TRUCK 1.0 GLS TURBO AA,,,," $ 127,000 "," $ 123,000 "," $ 119,000 "," $ 115,000 "," $ 111,000 ",,,,,,,,,,,,
,HYUNDAI,H100,TRUCK 1.0 GLS TURBO S/CAJA,,,," $ 123,000 "," $ 119,000 "," $ 115,000 "," $ 111,000 "," $ 107,000 ",,,,,,,,,,,,
,HYUNDAI,H100,TRUCK 1.25 GL,,,,,,,,,,,,,," $ 75,000 "," $ 73,000 "," $ 71,000 ",,,,
,HYUNDAI,H100,TRUCK 1.25 GLS,,,,,,,,,,,,,,," $ 76,000 "," $ 74,000 ",,,,
,HYUNDAI,H100,TRUCK 1.5 DLX (PORTER),,,,,,,,,,,,,,,," $ 75,000 ",,,,
,HYUNDAI,H100,TRUCK 1.5 SUPER (PORTER),,,,,,,,,,,,,,," $ 78,000 "," $ 76,000 ",,,,
,HYUNDAI,H100,TRUCK TCI 100 HP C/CAJA,,," $ 135,000 ",,,,,,,,,,,,,,,,,
,HYUNDAI,H100,VAN 3 PTAS STD,,,,,,,,,,," $ 81,000 "," $ 79,000 "," $ 77,000 "," $ 75,000 "," $ 73,000 "," $ 71,500 ",,,,
,HYUNDAI,HD,65,,,," $ 207,000 "," $ 197,000 "," $ 187,000 ",,,,,,,,,,,,,,
,HYUNDAI,HD,65 AA,,,," $ 212,000 "," $ 202,000 "," $ 192,000 ",,,,,,,,,,,,,,
,HYUNDAI,HD,65 C/CAJA,,,," $ 217,000 "," $ 207,000 ",,,,,,,,,,,,,,,
,HYUNDAI,HD,65 C/CAJA AA,,,," $ 222,000 "," $ 212,000 ",,,,,,,,,,,,,,,
,HYUNDAI,HD,65 D/CAB AA,,," $ 232,000 "," $ 222,000 "," $ 212,000 ",,,,,,,,,,,,,,,
,HYUNDAI,HD,65 C/CAJA AA C/CAJA,,," $ 242,000 "," $ 232,000 "," $ 222,000 ",,,,,,,,,,,,,,,
,HYUNDAI,HD,65 DLX CORTO,,,,,,,,,,,,,," $ 103,000 "," $ 99,000 ",,,,,
,HYUNDAI,HD,65 DLX LARGO,,,,,,,,,,,,,," $ 105,000 "," $ 101,000 ",,,,,
,HYUNDAI,HD,72 DLX CORTO,,,,,,,,,," $ 125,000 "," $ 120,000 "," $ 115,000 "," $ 110,000 "," $ 105,000 "," $ 101,000 ",,,,,
,HYUNDAI,HD,72 DLX LARGO,,,,,,," $ 157,000 "," $ 147,000 "," $ 137,000 "," $ 127,000 "," $ 122,000 "," $ 117,000 "," $ 112,000 "," $ 107,000 ",,,,,,
,HYUNDAI,HD,78,," $ 280,000 "," $ 265,000 "," $ 250,000 "," $ 235,000 "," $ 220,000 "," $ 205,000 ",,,,,,,,,,,,,
,HYUNDAI,HD,78 AA," $ 310,000 "," $ 290,000 "," $ 270,000 "," $ 255,000 "," $ 240,000 "," $ 225,000 "," $ 210,000 ",,,,,,,,,,,,,
,HYUNDAI,HD,78 C/CAJA,,," $ 280,000 ",,,,,,,,,,,,,,,,,
,HYUNDAI,HD,78 C/CAJA AA," $ 325,000 "," $ 305,000 "," $ 285,000 ",,,,,,,,,,,,,,,,,
,HYUNDAI,I 10,1.2 GLS,,," $ 96,000 "," $ 92,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,I 10,1.2 GLS AUT,,," $ 101,000 "," $ 97,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,I 10,1.2 GLS SEGURIDAD L/11," $ 126,000 "," $ 118,000 "," $ 112,000 ",,,,,,,,,,,,,,,,,
,HYUNDAI,I 10,1.2 GLS SEGURIDAD L/11 AUT," $ 132,000 "," $ 124,000 "," $ 118,000 ",,,,,,,,,,,,,,,,,
,HYUNDAI,I 30,1.4 GLS SEGURIDAD," $ 153,000 "," $ 143,000 "," $ 135,000 "," $ 127,000 "," $ 121,000 "," $ 114,000 ",,,,,,,,,,,,,,
,HYUNDAI,I 30,1.6 GLS SEGURIDAD," $ 158,000 "," $ 148,000 "," $ 140,000 "," $ 132,000 "," $ 126,000 "," $ 119,000 ",,,,,,,,,,,,,,
,HYUNDAI,I 30,1.6 GLS SEGURIDAD AUT," $ 161,000 "," $ 151,000 "," $ 143,000 "," $ 135,000 "," $ 1,290,000 "," $ 122,000 ",,,,,,,,,,,,,,
,HYUNDAI,I 30,1.6 GLS SEGURIDAD PREMIUM," $ 166,000 "," $ 156,000 "," $ 146,000 "," $ 138,000 "," $ 132,000 "," $ 126,000 ",,,,,,,,,,,,,,
,HYUNDAI,I 30,1.6 GLS SEGURIDAD PREMIUM AUT," $ 169,000 "," $ 159,000 "," $ 149,000 "," $ 141,000 "," $ 135,000 "," $ 129,000 ",,,,,,,,,,,,,,
,HYUNDAI,I 30,1.8 GLS SEGURIDAD PREMIUM," $ 285,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,I 30,1.8 GLS SEGURIDAD PREMIUM AUT," $ 295,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,I 30,2.0 GLS SEGURIDAD PREMIUM," $ 171,000 "," $ 161,000 "," $ 152,000 "," $ 144,000 "," $ 138,000 "," $ 132,000 ",,,,,,,,,,,,,,
,HYUNDAI,I 30,2.0 GLS SEGURIDAD PREMIUM AUT," $ 175,000 "," $ 165,000 "," $ 155,000 "," $ 147,000 "," $ 141,000 "," $ 135,000 ",,,,,,,,,,,,,,
,HYUNDAI,MATRIX,GL,,,,,,,,,,," $ 55,000 "," $ 53,000 "," $ 51,000 ",,,,,,,
,HYUNDAI,MATRIX,GL AUT,,,,,,,,,,," $ 56,000 "," $ 54,000 "," $ 52,000 ",,,,,,,
,HYUNDAI,MATRIX,GLS,,,,,,,,,," $ 59,000 "," $ 57,000 "," $ 55,000 "," $ 53,000 ",,,,,,,
,HYUNDAI,MATRIX,GLS AUT,,,,,,,,,," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 ",,,,,,,
,HYUNDAI,MIGHTY,H 250,,,,,,,,,,,,,,," $ 85,000 "," $ 83,500 ",,,,
,HYUNDAI,MIGHTY,H 250 LARGO,,,,,,,,,,,,,,," $ 87,000 "," $ 85,500 ",,,,
,HYUNDAI,MIGHTY,H 350 TURBO,,,,,,,,,,,,,,," $ 89,000 "," $ 87,500 ",,,,
,HYUNDAI,SANTA FE,2.2  CRDI 5 AS.PRE,,,," $ 295,000 "," $ 260,000 "," $ 230,000 "," $ 200,000 "," $ 170,000 ",,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI 5 AS.PRE AT,,,," $ 305,000 "," $ 270,000 "," $ 240,000 "," $ 21,000 "," $ 180,000 ",,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI 5 AS.PRE AT L/10," $ 540,000 "," $ 475,000 "," $ 420,000 "," $ 370,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI 7 AS. FULL,,,," $ 285,000 "," $ 255,000 "," $ 230,000 "," $ 205,000 "," $ 180,000 ",,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI 7 AS. FULL L/10," $ 500,000 "," $ 435,000 "," $ 395,000 "," $ 350,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI 7 AS.PRE,,,," $ 305,000 "," $ 275,000 "," $ 250,000 "," $ 225,000 "," $ 200,000 ",,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI 7 AS.PRE L/10," $ 540,000 "," $ 475,000 "," $ 420,000 "," $ 370,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI 7 AS.PRE AT,,,," $ 340,000 "," $ 300,000 "," $ 270,000 "," $ 245,000 "," $ 220,000 ",,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI PRE.7AS.AT.L/10," $ 555,000 "," $ 495,000 "," $ 445,000 "," $ 415,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.2  CRDI PRE.7AS.AT.L/13," $ 680,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 2WD 7 AS. L/13," $ 450,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 2WD 7 AS.AUT L/13," $ 470,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 2WD GLS 7 AS. L/10," $ 340,000 "," $ 31,000 "," $ 280,000 "," $ 250,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 4X2,,,,,,,,,," $ 112,000 "," $ 105,000 "," $ 100,000 "," $ 96,000 ",,,,,,,
,HYUNDAI,SANTA FE,2.4 AWD,,,,,,,,,," $ 127,000 "," $ 120,000 "," $ 112,000 "," $ 108,000 ",,,,,,,
,HYUNDAI,SANTA FE,2.4 FULL 7 AS. L/10," $ 390,000 "," $ 350,000 "," $ 320,000 "," $ 290,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 PREMIUM 5 AS.AUT L/10," $ 460,000 "," $ 410,000 "," $ 380,000 "," $ 350,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 PREMIUM 5 AS.AUT L/13," $ 540,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 PREMIUM 7 AS.AUT L/10," $ 480,000 "," $ 430,000 "," $ 390,000 "," $ 360,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.4 PREMIUM 7 AS.AUT L/13," $ 555,000 ",,,,,,,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.7 V6 5 AS. AUT,,,,,,,,," $ 132,000 "," $ 125,000 "," $ 118,000 "," $ 112,000 "," $ 107,000 ",,,,,,,
,HYUNDAI,SANTA FE,2.7 V6 5 AS. PRE,,,," $ 245,000 "," $ 235,000 "," $ 225,000 "," $ 215,000 ",,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.7 V6 5 AS. PRE AUT,,,," $ 250,000 "," $ 240,000 "," $ 230,000 "," $ 220,000 ",,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.7 V6 7 AS. FULL,,,," $ 245,000 "," $ 235,000 "," $ 225,000 ",,,,,,,,,,,,,,
,HYUNDAI,SANTA FE,2.7 V6 7 AS. PRE AUT,,,," $ 255,000 "," $ 245,000 "," $ 235,000 "," $ 225,000 ",,,,,,,,,,,,,
,HYUNDAI,SANTAMO,DLX,,,,,,,,,,,,," $ 57,000 "," $ 55,000 "," $ 53,000 ",,,,,
,HYUNDAI,SANTAMO,DLX AUT,,,,,,,,,,,,," $ 59,000 "," $ 57,000 "," $ 55,000 ",,,,,
,HYUNDAI,SANTAMO,DLX FULL,,,,,,,,,,,,," $ 61,000 "," $ 59,000 "," $ 57,000 ",,,,,
,HYUNDAI,SANTAMO,DLX FULL AUT,,,,,,,,,,,,," $ 62,000 "," $ 60,000 "," $ 58,000 ",,,,,
,HYUNDAI,SANTAMO,DLX FULL AWD,,,,,,,,,,,,," $ 63,000 "," $ 61,000 "," $ 59,000 ",,,,,
,HYUNDAI,SONATA,GLS 2.0,,,,,,,,,,,,,,," $ 40,000 "," $ 39,000 ",,,,
,HYUNDAI,SONATA,GLS 2.0 AUT,,,,,,,,,,,,,,," $ 41,000 "," $ 40,000 ",,,,
,HYUNDAI,SONATA,GLS 2.5 V6,,,,,,,,,,,,,," $ 45,000 "," $ 44,000 ",,,,,
,HYUNDAI,SONATA,GLS 2.5 V6 AUT,,,,,,,,,,,,,," $ 46,000 "," $ 45,000 ",,,,,
,HYUNDAI,SONATA,GLS 2.5 V6 AUT FULL,,,,,,,,,,,,,," $ 47,000 "," $ 46,000 "," $ 45,000 ",,,,
,HYUNDAI,SONATA,GLS 3.3 V6 AUT,,,,,," $ 120,000 "," $ 115,000 "," $ 110,000 ",,,,,,,,,,,,
,HYUNDAI,TERRACAN,GL 2.9 CRDI,,,,,,,," $ 140,000 "," $ 135,000 "," $ 130,000 "," $ 125,000 ",,,,,,,,,
,HYUNDAI,TERRACAN,GL 2.9 CRDI FULL,,,,,,,," $ 155,000 "," $ 150,000 "," $ 145,000 ",,,,,,,,,,
,HYUNDAI,TERRACAN,GL 2.9 CRDI FULL AUT,,,,,,,," $ 160,000 "," $ 155,000 "," $ 150,000 "," $ 145,000 ",,,,,,,,,
,HYUNDAI,TRAJET,GLS 2.0,,,,,,,,,," $ 94,000 "," $ 90,000 ",,,,,,,,,
,HYUNDAI,TRAJET,GLS 2.0 CRDI,,,,,," $ 114,000 "," $ 110,000 "," $ 106,000 "," $ 102,000 "," $ 98,000 "," $ 94,000 ",,,,,,,,,
,HYUNDAI,TRAJET,GLS 2.7 V6,,,,,,,,,,," $ 95,000 "," $ 91,000 "," $ 87,000 ",,,,,,,
,HYUNDAI,TRAJET,GLS 2.7 V6 TC,,,,,,,,," $ 104,000 "," $ 100,000 "," $ 96,000 "," $ 92,000 "," $ 88,000 ",,,,,,,
,HYUNDAI,TRAJET,GLS 2.7 V6 TC CU,,,,,," $ 118,000 "," $ 114,000 "," $ 110,000 "," $ 106,000 ",,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X2,,,," $ 180,000 "," $ 165,000 "," $ 155,000 "," $ 145,000 ",,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X2 GL L/10," $ 295,000 "," $ 275,000 "," $ 255,000 "," $ 240,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X2 GL L/10 AUT," $ 305,000 "," $ 285,000 "," $ 265,000 "," $ 250,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X2 CRDI AUT,,,," $ 190,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 ",,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4,,,," $ 190,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 "," $ 145,000 "," $ 135,000 ",,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4 GLS FULL L/10," $ 375,000 "," $ 325,000 "," $ 295,000 "," $ 275,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4 GLS FULL L/10 AUT," $ 395,000 "," $ 345,000 "," $ 315,000 "," $ 285,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4 GLS PREM. L/10 AUT," $ 415,000 "," $ 365,000 "," $ 335,000 "," $ 305,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4 CRDI,,,," $ 200,000 "," $ 185,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 "," $ 145,000 "," $ 137,000 ",,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4 CRDI AUT,,,," $ 205,000 "," $ 190,000 "," $ 180,000 "," $ 170,000 "," $ 160,000 "," $ 150,000 ",,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4 CRDI GLS F.L/10,," $ 345,000 "," $ 315,000 "," $ 300,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.0 4X4 CRDI GLS F.L/10 AUT,," $ 355,000 "," $ 325,000 "," $ 310,000 ",,,,,,,,,,,,,,,,
,HYUNDAI,TUCSON,2.7 4X4 V6 AUT,,,," $ 205,000 "," $ 190,000 "," $ 180,000 "," $ 170,000 "," $ 160,000 "," $ 150,000 ",,,,,,,,,,,
,HYUNDAI,VELOSTER,1.6," $ 300,000 "," $ 270,000 ",,,,,,,,,,,,,,,,,,
,HYUNDAI,VELOSTER,1.6 AUT," $ 310,000 "," $ 280,000 ",,,,,,,,,,,,,,,,,,
,HYUNDAI,VERACRUZ,3.0 CRDI GLS AUT PREMIUM,,," $ 440,000 "," $ 390,000 "," $ 340,000 ",,,,,,,,,,,,,,,
,HYUNDAI,VERACRUZ,3.8 V6 GLS AUT PREMIUM,,," $ 430,000 "," $ 380,000 "," $ 330,000 ",,,,,,,,,,,,,,,
,ISUZU,AMIGO,2.2 4X2,,,,,,,,,,," $ 124,000 "," $ 122,000 "," $ 120,000 "," $ 118,000 "," $ 116,000 ",,,,,
,ISUZU,AMIGO,3.2 4X4,,,,,,,,,,," $ 128,000 "," $ 126,000 "," $ 124,000 "," $ 122,000 "," $ 120,000 ",,,,,
,ISUZU,AMIGO,XS 4X4,,,,,,,,,,,,,,,," $ 88,000 ",,,,
,ISUZU,NKR,,,,,,,,,,,,," $ 144,000 "," $ 142,000 "," $ 140,000 ",,,,,,
,ISUZU,NPR,3.9 TDI CHASIS CORTO,,,,,,,,,,,,,," $ 140,000 "," $ 138,000 "," $ 136,000 ",,,,
,ISUZU,NPR,3.9 TDI CHASIS LARGO,,,,,,,,,,,,,," $ 142,000 "," $ 140,000 "," $ 138,000 ",,,,
,ISUZU,NPR,4.8 TDI CHASIS CORTO,,,,,,,,,,,," $ 146,000 "," $ 144,000 "," $ 142,000 "," $ 140,000 ",,,,,
,ISUZU,NPR,4.8 TDI CHASIS LARGO,,,,,,,,,,," $ 150,000 "," $ 148,000 "," $ 146,000 "," $ 144,000 "," $ 142,000 ",,,,,
,ISUZU,P-UP,D/CAB 4X2 2.5,,,,,,,,,,,,,,,," $ 73,000 ",,,,
,ISUZU,P-UP,D/CAB 4X2 2.5 AA,,,,,,,,,,,,,,,," $ 75,000 ",,,,
,ISUZU,P-UP,D/CAB 4X2 2.5 TURBO,,,,,,,,,,," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 810,000 "," $ 79,000 "," $ 77,000 ",,,,
,ISUZU,P-UP,D/CAB 4X2 2.5 TURBO (GM),,,,,,,," $ 99,000 "," $ 95,000 "," $ 91,000 "," $ 88,000 ",,,,,,,,,
