ID,MARCA,MODELO,VERSION,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Comb.,Segmento,Puertas,Traccion
,FIAT,PALIO,WE 1.6  16V STILE,,,,,,,,,,,,," $ 48,000 "," $ 46,500 "," $ 45,000 "," $ 43,500 ",,,,
,FIAT,PALIO,WE 1.6  16V STILE ABS AB,,,,,,,,,,,,," $ 49,500 "," $ 47,500 "," $ 46,000 "," $ 44,500 ",,,,
,FIAT,PALIO,WE 1.6  ELX 16V,,,,,,,,,,," $ 50,000 "," $ 48,500 "," $ 47,000 ",,,,,,,
,FIAT,PALIO,WE 1.6  ELX 16V AA,,,,,,,,,," $ 54,000 "," $ 52,000 "," $ 50,500 "," $ 49,000 ",,,,,,,
,FIAT,PALIO,WE 1.6  ELX 16V AA LUJO,,,,,,,,,,," $ 53,000 "," $ 51,500 "," $ 50,000 ",,,,,,,
,FIAT,PALIO,WE 1.6 SERIE ESPECIAL,,,,,,,,,,,,,," $ 43,000 "," $ 41,500 ",,,,,
,FIAT,PALIO,WE 1.6 SERIE ESPECIAL AA,,,,,,,,,,,,,," $ 45,000 "," $ 43,500 ",,,,,
,FIAT,PALIO,WE 1.7 TD,,,,,,,,,,,,," $ 44,500 "," $ 43,000 "," $ 41,500 "," $ 40,000 ",,,,
,FIAT,PALIO,WE 1.7 TD AA LVE,,,,,,,,,,,,," $ 48,000 "," $ 46,500 "," $ 45,000 "," $ 43,500 ",,,,
,FIAT,PALIO,WE 1.7 TD ELX,,,,,,,,,,," $ 51,000 "," $ 49,000 "," $ 47,500 ",,,,,,,
,FIAT,PALIO,WE 1.7 TD ELX AA,,,,,,," $ 66,000 "," $ 63,000 "," $ 61,000 "," $ 55,000 "," $ 53,000 "," $ 51,000 "," $ 49,500 ",,,,,,,
,FIAT,PALIO,WE 1.7 TD ELX AA LUJO,,,,,,,,,," $ 56,000 "," $ 54,000 "," $ 52,000 "," $ 50,500 ",,,,,,,
,FIAT,PALIO,WE 1.7 TD ELX ACTIVE,,,,,,," $ 67,000 "," $ 65,000 "," $ 63,000 ",,,,,,,,,,,
,FIAT,PALIO,WE 1.7 TD ELX EMOTION II,,,,,,," $ 69,000 "," $ 67,000 "," $ 65,000 ",,,,,,,,,,,
,FIAT,PALIO,WE 1.7 TD ELX PACK ELECTRICO,,,,,,,," $ 66,000 "," $ 64,000 ",,,,,,,,,,,
,FIAT,PALIO,WE 1.7 TD ELX WAY,,,,," $ 73,000 "," $ 71,000 "," $ 69,000 ",,,,,,,,,,,,,
,FIAT,PALIO,WE 1.7 TD STILE,,,,,,,,,,,,," $ 49,000 "," $ 47,500 "," $ 46,000 "," $ 44,500 ",,,,
,FIAT,PALIO,WE 1.7 TD STILE ABS AB,,,,,,,,,,,,," $ 50,000 "," $ 48,500 "," $ 47,000 "," $ 45,500 ",,,,
,FIAT,PALIO,1.8 ELX AA,,,,,,,," $ 64,000 "," $ 61,000 ",,,,,,,,,,,
,FIAT,PALIO,1.8 ELX ACTIVE,,,,,,," $ 67,000 "," $ 65,000 "," $ 63,000 ",,,,,,,,,,,
,FIAT,PALIO,1.8 ELX EMOTION,,,,,,,," $ 67,000 "," $ 65,000 ",,,,,,,,,,,
,FIAT,PALIO,1.8 ELX PACK ELECTRICO,,,,,,,," $ 66,000 "," $ 64,000 ",,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.6," $ 143,000 "," $ 128,000 "," $ 113,000 "," $ 103,000 ",,,,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.6 LOCKER," $ 145,000 "," $ 130,000 "," $ 115,000 "," $ 105,000 ",,,,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.6 LOCKER SEG.," $ 149,000 "," $ 133,000 "," $ 118,000 "," $ 108,000 ",,,,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.6 LOCKER XTRE," $ 153,000 "," $ 138,000 "," $ 123,000 ",,,,,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.6 SEGURIDAD," $ 147,000 "," $ 131,000 "," $ 116,000 "," $ 106,000 ",,,,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.6 XTREME," $ 151,000 "," $ 136,000 "," $ 121,000 "," $ 111,000 ",,,,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.7 TD,,,,," $ 89,000 "," $ 85,000 "," $ 81,000 "," $ 77,000 ",,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.7 TD XTREME,,,,," $ 92,000 "," $ 88,000 "," $ 84,000 "," $ 80,000 ",,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.8,,," $ 95,000 "," $ 91,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 "," $ 75,000 "," $ 72,000 ",,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.8 LOCK.,,,," $ 93,000 "," $ 89,000 "," $ 85,000 ",,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.8 LOCK.PK SEG,,,," $ 95,000 "," $ 91,000 "," $ 87,000 ",,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.8 LOCK.PK XTR,,,," $ 97,000 "," $ 93,000 "," $ 89,000 ",,,,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.8 PK.SEGUR.,,,," $ 93,000 "," $ 89,000 "," $ 85,000 "," $ 81,000 "," $ 77,000 ",,,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.8 XTREME,,,,,,,," $ 78,000 "," $ 75,000 ",,,,,,,,,,,
,FIAT,PALIO,WE ADVENTURE 1.8 XTREME ABS,,,," $ 95,000 "," $ 91,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 "," $ 76,000 ",,,,,,,,,,,
,FIAT,PUNTO,1.3 JTD ELX,,,," $ 97,000 "," $ 92,000 ",,,,,,,,,,,,,,,
,FIAT,PUNTO,1.3 JTD TOP,,," $ 105,000 "," $ 99,000 "," $ 94,000 ",,,,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ATTRACTIVE,," $ 108,000 "," $ 100,000 "," $ 94,000 ",,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ATTRACTIVE L/13," $ 133,000 ",,,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ATTRACTIVE L/13 TOP," $ 135,000 ",,,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ATTRACTIVE TOP,," $ 110,000 "," $ 102,000 ",,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ELX,,," $ 96,000 "," $ 91,000 "," $ 86,000 "," $ 82,000 "," $ 79,000 ",,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ELX TOP,,,,," $ 88,000 "," $ 84,000 "," $ 81,000 ",,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ELX TOP II,,,," $ 95,000 "," $ 90,000 ",,,,,,,,,,,,,,,
,FIAT,PUNTO,1.4 ELX TOP II AB,,,," $ 97,000 "," $ 92,000 ",,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE,," $ 117,000 "," $ 111,000 ",,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE DUALOGIC,," $ 121,000 "," $ 115,000 ",,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE EMOTION,," $ 121,000 "," $ 115,000 ",,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE EMOTION DUALOGIC,," $ 125,000 "," $ 119,000 ",,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE L/13," $ 145,000 ",,,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE L/13 DUALOGIC," $ 153,000 ",,,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE L/13 EMOTION," $ 150,000 ",,,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE TECH,," $ 123,000 ",,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 ESSENCE TECH DUALOGIC,," $ 127,000 ",,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 SPORTING L/13," $ 149,000 ",,,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.6 SPORTING L/13 TECH," $ 154,000 ",,,,,,,,,,,,,,,,,,,
,FIAT,PUNTO,1.8 HLX,,," $ 103,000 "," $ 98,000 "," $ 93,000 "," $ 89,000 "," $ 85,000 ",,,,,,,,,,,,,
,FIAT,PUNTO,1.8 HLX EMOTION,,,,," $ 97,000 "," $ 93,000 "," $ 89,000 ",,,,,,,,,,,,,
,FIAT,PUNTO,1.8 HLX EMOTION II,,," $ 108,000 "," $ 103,000 "," $ 99,000 ",,,,,,,,,,,,,,,
,FIAT,PUNTO,1.8 HLX HIGH TECH,,,," $ 105,000 "," $ 101,000 "," $ 97,000 "," $ 93,000 ",,,,,,,,,,,,,
,FIAT,PUNTO,75 S,,,,,,,,,,,,,,," $ 26,000 "," $ 25,000 ",,,,
,FIAT,PUNTO,75 S  3 PTAS,,,,,,,,,,,,,,," $ 25,000 "," $ 24,000 ",,,,
,FIAT,QUBO,1.4 ACTIVE," $ 148,000 "," $ 133,000 ",,,,,,,,,,,,,,,,,,
,FIAT,QUBO,1.4 DYNAMIC," $ 156,000 "," $ 141,000 ",,,,,,,,,,,,,,,,,,
,FIAT,QUBO,FIORINO 1.4 ACTIVE," $ 123,000 "," $ 115,000 ",,,,,,,,,,,,,,,,,,
,FIAT,QUBO,FIORINO 1.4 DYNAMIC," $ 124,000 "," $ 116,000 ",,,,,,,,,,,,,,,,,,
,FIAT,SIENA,1.3 FIRE 16V,,,,,,," $ 57,000 "," $ 54,000 "," $ 52,000 "," $ 50,000 "," $ 48,500 "," $ 47,000 "," $ 45,500 ",,,,,,,
,FIAT,SIENA,1.3 FIRE 16V CLASS,,,,,,,,,," $ 52,000 "," $ 50,500 ",,,,,,,,,
,FIAT,SIENA,1.3 FIRE 16V GNC,,,,,,," $ 59,000 "," $ 56,000 "," $ 54,000 "," $ 52,000 "," $ 50,500 "," $ 49,000 ",,,,,,,,
,FIAT,SIENA,1.3 FIRE 16V LUJO,,,,,,,,,," $ 52,000 "," $ 50,500 "," $ 49,000 "," $ 47,500 ",,,,,,,
,FIAT,SIENA,1.3 FIRE 16V SUITE,,,,,,,," $ 55,000 "," $ 53,000 "," $ 51,000 "," $ 49,500 "," $ 48,000 "," $ 46,500 ",,,,,,,
,FIAT,SIENA,1.3 FIRE 16V SUITE GNC,,,,,,,," $ 57,000 "," $ 55,000 ",,,,,,,,,,,
,FIAT,SIENA,1.3 FIRE 16V WAY,,,,,,,," $ 56,000 ",,,,,,,,,,,,
,FIAT,SIENA,1.3 FIRE 16V WAY II,,,,,,," $ 60,000 "," $ 57,000 ",,,,,,,,,,,,
,FIAT,SIENA,1.3 FIRE ELX,,,,,,,," $ 57,000 ",,,,,,,,,,,,
,FIAT,SIENA,1.3 FIRE ELX SUITE TOP,,,,,,,," $ 58,000 ",,,,,,,,,,,,
,FIAT,SIENA,1.4 ATTRACTIVE ACTIVE,," $ 94,000 "," $ 90,000 "," $ 86,000 ",,,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 ATTRACTIVE EMOTION,," $ 96,000 "," $ 92,000 "," $ 88,000 ",,,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 EL," $ 101,000 "," $ 94,000 "," $ 88,000 "," $ 82,000 "," $ 77,000 ",,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 EL ATTRACTIVE," $ 105,000 "," $ 98,000 ",,,,,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 EL ATTRACTIVE SEGURIDAD," $ 108,000 "," $ 100,000 ",,,,,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 EL PREDISPOSICION GNC," $ 103,000 "," $ 96,000 ",,,,,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 ELX ACTIVE,,,," $ 79,000 "," $ 75,000 "," $ 71,000 ",,,,,,,,,,,,,,
,FIAT,SIENA,1.4 ELX EMOTION,,,,," $ 77,000 "," $ 73,000 ",,,,,,,,,,,,,,
,FIAT,SIENA,1.4 ELX EMOTION II,,,," $ 83,000 "," $ 79,000 ",,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE," $ 89,000 "," $ 84,000 "," $ 80,000 "," $ 76,000 "," $ 72,000 "," $ 69,000 "," $ 67,000 ",,,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE AA," $ 93,000 "," $ 88,000 "," $ 84,000 "," $ 80,000 ",,,,,,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE AA GNC,,,,,," $ 75,000 "," $ 73,000 ",,,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE ELX,,,,,,," $ 66,000 "," $ 64,000 ",,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE ELX CLASS,,,,,," $ 71,000 "," $ 68,000 ",,,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE ELX SUITE II,,,,,,," $ 68,000 "," $ 66,000 ",,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE WAY,,,,," $ 75,000 "," $ 71,000 "," $ 67,000 ",,,,,,,,,,,,,
,FIAT,SIENA,1.4 FIRE WAY II," $ 96,000 "," $ 91,000 "," $ 86,000 "," $ 81,000 "," $ 77,000 ",,,,,,,,,,,,,,,
,FIAT,SIENA,1.6 EL,,,,,,,,,,,,," $ 43,500 "," $ 42,000 "," $ 40,500 "," $ 39,000 ",,,,
,FIAT,SIENA,1.6 EL AA,,,,,,,,,,,,," $ 45,500 "," $ 44,000 "," $ 42,500 "," $ 41,000 ",,,,
,FIAT,SIENA,1.6 EL AA LVE,,,,,,,,,,,,," $ 47,000 "," $ 45,500 "," $ 44,000 "," $ 42,500 ",,,,
,FIAT,SIENA,1.6 ELX 16V TORQUE,,,,,,,,,,," $ 50,000 "," $ 48,500 "," $ 47,000 ",,,,,,,
,FIAT,SIENA,1.6 ELX 16V TORQUE AA,,,,,,,,,," $ 54,000 "," $ 52,000 "," $ 50,500 "," $ 49,000 ",,,,,,,
,FIAT,SIENA,1.6 ELX 16V TORQUE AA LUJO,,,,,,,,,,," $ 53,000 "," $ 51,500 "," $ 50,000 ",,,,,,,
,FIAT,SIENA,1.6 ESSENCE,," $ 103,000 "," $ 96,000 "," $ 90,000 ",,,,,,,,,,,,,,,,
,FIAT,SIENA,1.6 HIGH TECH,," $ 108,000 "," $ 102,000 "," $ 96,000 ",,,,,,,,,,,,,,,,
,FIAT,SIENA,1.6 HL 16V STILE,,,,,,,,,,,,,,," $ 45,000 "," $ 43,500 ",,,,
,FIAT,SIENA,1.6 HL 16V STILE ABS AB,,,,,,,,,,,,,,," $ 46,000 "," $ 44,500 ",,,,
,FIAT,SIENA,1.6 S,,,,,,,,,,,,," $ 43,000 "," $ 41,500 "," $ 40,000 "," $ 38,500 ",,,,
,FIAT,SIENA,1.6 S  AA,,,,,,,,,,,,," $ 45,000 "," $ 43,500 "," $ 42,000 "," $ 40,500 ",,,,
,FIAT,SIENA,1.6 S PREEQUIPADO P/GNC,,,,,,,,,,,,," $ 44,000 "," $ 42,500 ",,,,,,
,FIAT,SIENA,1.6 SX,,,,,,,,,,,,," $ 44,000 "," $ 42,500 ",,,,,,
,FIAT,SIENA,1.6 SX  AA,,,,,,,,,,,,," $ 46,000 "," $ 44,500 ",,,,,,
,FIAT,SIENA,1.6 SX PREEQUIPADO P/GNC,,,,,,,,,,,," $ 46,500 "," $ 45,000 "," $ 43,500 ",,,,,,
,FIAT,SIENA,1.7 EL TD,,,,,,,,,,,,," $ 44,500 "," $ 43,000 "," $ 41,500 "," $ 40,000 ",,,,
,FIAT,SIENA,1.7 EL TD AA,,,,,,,,,,,,," $ 46,500 "," $ 45,000 "," $ 43,500 "," $ 42,000 ",,,,
,FIAT,SIENA,1.7 EL TD AA LVE,,,,,,,,,,,,," $ 48,000 "," $ 46,500 "," $ 45,000 "," $ 43,500 ",,,,
,FIAT,SIENA,1.7 ELX TD,,,,,,,,,," $ 53,000 "," $ 51,000 "," $ 49,000 "," $ 47,500 ",,,,,,,
,FIAT,SIENA,1.7 ELX TD AA,,,,,,,,,,," $ 53,000 "," $ 51,000 "," $ 49,500 ",,,,,,,
,FIAT,SIENA,1.7 ELX TD AA LUJO,,,,,,,,,,," $ 54,000 "," $ 52,000 "," $ 50,500 ",,,,,,,
,FIAT,SIENA,1.7 ELX TD CLASS,,,,,,,,,," $ 56,000 "," $ 54,000 ",,,,,,,,,
,FIAT,SIENA,1.7 ELX TD L/N,,,,," $ 71,000 "," $ 69,000 "," $ 67,000 ",,,,,,,,,,,,,
,FIAT,SIENA,1.7 ELX TD L/N AA,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 "," $ 59,000 ",,,,,,,,,,
,FIAT,SIENA,1.7 ELX TD L/N ACTIVE,,,,,,," $ 66,000 "," $ 64,000 "," $ 62,000 ",,,,,,,,,,,
,FIAT,SIENA,1.7 ELX TD L/N CLASS,,,,," $ 73,000 "," $ 71,000 ",,,,,,,,,,,,,,
,FIAT,SIENA,1.7 ELX TD L/N EMOTION III,,,,,,," $ 68,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 ",,,,,,,,,,
,FIAT,SIENA,1.7 ELX TD L/N PACK ELECT.,,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 ",,,,,,,,,,
,FIAT,SIENA,1.7 ELX TD L/N WAY,,,,," $ 72,000 "," $ 70,000 "," $ 68,000 ",,,,,,,,,,,,,
,FIAT,SIENA,1.7 EX TD,,,,,,,," $ 54,000 "," $ 52,500 "," $ 51,000 "," $ 49,000 "," $ 47,000 "," $ 45,500 ",,,,,,,
,FIAT,SIENA,1.7 EX TD SUITE,,,,,,,," $ 55,000 "," $ 53,500 "," $ 52,000 "," $ 50,000 "," $ 48,000 "," $ 46,500 ",,,,,,,
,FIAT,SIENA,1.7 EX TD STILE,,,,,,,,,,,,,,," $ 46,000 "," $ 44,500 ",,,,
,FIAT,SIENA,1.7 EX TD STILE ABS AB,,,,,,,,,,,,,,," $ 47,000 "," $ 45,500 ",,,,
,FIAT,SIENA,1.7 S D,,,,,,,,,,,,," $ 44,000 "," $ 42,500 "," $ 41,000 "," $ 39,500 ",,,,
,FIAT,SIENA,1.7 S D AA DH,,,,,,,,,,,,," $ 46,000 "," $ 44,500 "," $ 43,000 "," $ 41,500 ",,,,
,FIAT,SIENA,1.8 HLX,,,,,,,," $ 63,000 "," $ 60,000 "," $ 58,500 ",,,,,,,,,,
,FIAT,SIENA,1.8 HLX ACTIVE,,,,,,," $ 66,000 "," $ 64,000 "," $ 62,000 ",,,,,,,,,,,
,FIAT,SIENA,1.8 HLX ACTIVE GNC,,,,,,," $ 68,000 "," $ 66,000 ",,,,,,,,,,,,
,FIAT,SIENA,1.8 HLX CLASS,,,,,," $ 70,000 "," $ 67,000 ",,,,,,,,,,,,,
,FIAT,SIENA,1.8 HLX EMOTION IV,,,,,,," $ 68,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 ",,,,,,,,,,
,FIAT,SIENA,1.8 HLX EMOTION L/08,,,," $ 83,000 "," $ 79,000 "," $ 75,000 ",,,,,,,,,,,,,,
,FIAT,SIENA,1.8 HLX HIGH TECH II,,,,,,," $ 69,000 "," $ 67,000 "," $ 65,000 "," $ 63,000 ",,,,,,,,,,
,FIAT,SIENA,1.8 HLX HIGH TECH L/08,,,," $ 87,000 "," $ 83,000 "," $ 79,000 ",,,,,,,,,,,,,,
,FIAT,SIENA,1.8 HLX PACK ELECTRICO,,,,,,,," $ 65,000 "," $ 63,000 "," $ 61,000 ",,,,,,,,,,
,FIAT,STILO,1.8 8V ACTIVE,,,,,," $ 78,000 "," $ 75,000 "," $ 72,000 "," $ 69,000 ",,,,,,,,,,,
,FIAT,STILO,1.8 8V ACTIVE L/09,,," $ 94,000 "," $ 89,000 "," $ 84,000 "," $ 80,000 ",,,,,,,,,,,,,,
,FIAT,STILO,1.8 8V CONNECT,,,,,," $ 84,000 "," $ 80,000 "," $ 76,000 ",,,,,,,,,,,,
,FIAT,STILO,1.8 8V CONNECT II,,,,,," $ 90,000 "," $ 86,000 ",,,,,,,,,,,,,
,FIAT,STILO,1.8 8V CONNECT TC,,,,,," $ 88,000 "," $ 84,000 "," $ 80,000 ",,,,,,,,,,,,
,FIAT,STILO,1.8 8V EMOTION,,,,,," $ 80,000 "," $ 76,000 "," $ 72,000 "," $ 68,000 ",,,,,,,,,,,
,FIAT,STILO,1.8 8V EMOTION L/09,,," $ 97,000 "," $ 92,000 "," $ 87,000 "," $ 83,000 ",,,,,,,,,,,,,,
,FIAT,STILO,1.8 8V EMOTION ABS,,,,,," $ 81,000 "," $ 77,000 ",,,,,,,,,,,,,
,FIAT,STILO,1.8 8V EXECUTIVE L/09,,," $ 104,000 "," $ 99,000 "," $ 95,000 "," $ 91,000 ",,,,,,,,,,,,,,
,FIAT,STILO,1.8 8V HIGH TECH,,,,,,,," $ 76,000 "," $ 72,000 ",,,,,,,,,,,
,FIAT,STILO,1.8 8V HIGH TECH TC,,,,,,,," $ 80,000 "," $ 76,000 ",,,,,,,,,,,
,FIAT,STILO,1.8 16V CONFORT,,,,,,," $ 80,000 "," $ 76,000 "," $ 72,000 "," $ 68,000 "," $ 65,000 ",,,,,,,,,
,FIAT,STILO,1.8 16V PACK ABARTH,,,,,,," $ 88,000 "," $ 84,000 "," $ 80,000 "," $ 76,000 "," $ 73,000 ",,,,,,,,,
,FIAT,STILO,1.9 JTD CONFORT,,,,,,," $ 82,000 "," $ 78,000 "," $ 74,000 "," $ 70,000 "," $ 67,000 ",,,,,,,,,
,FIAT,STRADA,1.3 FIRE,,,,,,,,," $ 62,000 "," $ 60,000 ",,,,,,,,,,
,FIAT,STRADA,1.3 FIRE GNC,,,,,,,,," $ 64,000 "," $ 62,000 ",,,,,,,,,,
,FIAT,STRADA,1.3 TREKKING JTD,," $ 111,000 "," $ 106,000 "," $ 102,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,1.3 TREKKING JTD AA," $ 119,000 "," $ 114,000 "," $ 109,000 "," $ 105,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,1.3 TREKKING JTD C/E," $ 120,000 "," $ 115,000 "," $ 110,000 "," $ 106,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,1.3 TREKKING JTD C/E SEGUR.,," $ 117,000 "," $ 112,000 ",,,,,,,,,,,,,,,,,
,FIAT,STRADA,1.4 TREKKING," $ 112,000 "," $ 106,000 "," $ 101,000 "," $ 96,000 "," $ 91,000 ",,,,,,,,,,,,,,,
,FIAT,STRADA,1.4 TREKKING PACK SEGURIDAD," $ 114,000 "," $ 108,000 "," $ 103,000 "," $ 98,000 "," $ 93,000 ",,,,,,,,,,,,,,,
,FIAT,STRADA,1.4 WORKING,," $ 96,000 "," $ 91,000 "," $ 86,000 "," $ 81,000 ",,,,,,,,,,,,,,,
,FIAT,STRADA,1.4 WORKING AA," $ 106,000 "," $ 100,000 "," $ 95,000 "," $ 90,000 "," $ 85,000 ",,,,,,,,,,,,,,,
,FIAT,STRADA,1.4 WORKING AA DC," $ 111,000 "," $ 105,000 ",,,,,,,,,,,,,,,,,,
,FIAT,STRADA,1.6 TREKKING,,," $ 103,000 ",,,,,,,,,,,,,,,,,
,FIAT,STRADA,1.7 TD EX,,,,," $ 74,000 "," $ 71,000 "," $ 68,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 "," $ 52,000 ",,,,,
,FIAT,STRADA,1.7 TD EX AA,,,,," $ 76,000 "," $ 73,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 ",,,,,,,,,,,
,FIAT,STRADA,1.7 TD EX FULL,,,,," $ 78,000 "," $ 75,000 "," $ 72,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 ",,,,,
,FIAT,STRADA,1.7 TD LX CAB. EXT.,,,,,,," $ 69,000 "," $ 67,000 "," $ 65,000 "," $ 63,000 "," $ 61,000 "," $ 59,000 "," $ 57,000 "," $ 55,000 "," $ 53,000 ",,,,,
,FIAT,STRADA,1.7 TD LX CAB. EXT. AA,,,,,,," $ 71,000 "," $ 69,000 ",,,,,,,,,,,,
,FIAT,STRADA,1.7 TD LX CAB. EXT. FULL,,,,,,," $ 73,000 "," $ 71,000 "," $ 69,000 ",,,,,,,,,,,
,FIAT,STRADA,1.7 TD LX LL,,,,,,,,,,," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 ",,,,,
,FIAT,STRADA,1.8,,,,," $ 72,000 "," $ 69,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 ",,,,,,,,,,,
,FIAT,STRADA,1.8 AA,,,,,," $ 71,000 "," $ 68,000 "," $ 66,000 ",,,,,,,,,,,,
,FIAT,STRADA,1.8 FULL,,,,," $ 76,000 "," $ 73,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 ",,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.6 DC," $ 130,000 "," $ 122,000 "," $ 114,000 "," $ 107,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.6 DC LOCKER," $ 132,000 "," $ 124,000 "," $ 116,000 "," $ 109,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.6 DC LOCKER SEG," $ 134,000 "," $ 126,000 "," $ 118,000 ",,,,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.6 DC SEGURIDAD," $ 132,000 "," $ 124,000 "," $ 116,000 "," $ 109,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.6 EXT," $ 126,000 "," $ 118,000 "," $ 110,000 "," $ 103,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.6 EXT LOCKER," $ 128,000 "," $ 120,000 "," $ 112,000 "," $ 105,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.6 EXT SEGURIDAD," $ 128,000 "," $ 120,000 "," $ 112,000 "," $ 105,000 ",,,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.7 TD,,,,," $ 86,000 "," $ 82,000 "," $ 79,000 "," $ 76,000 ",,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.7 TD AB,,,,," $ 87,000 "," $ 83,000 "," $ 80,000 "," $ 77,000 ",,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.7 TD X-TREME,,,,," $ 88,000 "," $ 84,000 "," $ 81,000 ",,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.8,,,,," $ 84,000 "," $ 80,000 "," $ 77,000 "," $ 74,000 "," $ 72,000 ",,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.8 AB,,,,," $ 85,000 "," $ 81,000 "," $ 78,000 "," $ 75,000 "," $ 73,000 ",,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.8 X-TREME,,,,," $ 86,000 "," $ 82,000 "," $ 79,000 "," $ 76,000 "," $ 74,000 ",,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.8 L/09,,,," $ 93,000 "," $ 88,000 ",,,,,,,,,,,,,,,
,FIAT,STRADA,ADVENTURE 1.8 L/09 LOCKER,,,," $ 95,000 "," $ 90,000 ",,,,,,,,,,,,,,,
